,text,accept,bug_fix,feature_addition,performance_improvement
118,    refactored manager class to sessionmanager to be more descriptive. ,['performance_improvement'],0,0,1
119,    fix: category permissions weren't properly loaded when /categories is the homepage     fix: don't scope to a specific category when creating a new topic from /categories ,['bug_fix'],1,0,0
120,    net: ethernet: ti: cpts: clean up event list if event pool is empty          when a cpts user does not exit gracefully by disabling cpts     timestamping and leaving a joined multicast group  the system     continues to receive and timestamps the ptp packets which eventually     occupy all the event list entries.  when this happns  the added code     tries to remove some list e,['performance_improvement'],0,0,1
121,    replaces `tag: true` into `:tag` in the specs          replaces all the explicit include metadata syntax in the specs (tag:     true) into the implicit one (:tag).     added a cop to prevent future errors and handle autocorrection. ,"['feature_addition', 'performance_improvement']",0,1,1
122,"    staging: exfat: fix spelling mistake ""maont"" -> ""mount""          there is a spelling mistake in a kernel info message. fix it.          signed-off-by: colin ian king <colin.king@canonical.com>     link: https://lore.kernel.org/r/20191114221509.10728-1-colin.king@canonical.com     signed-off-by: greg kroah-hartman <gregkh@linuxfoundation.org> ",['bug_fix'],1,0,0
123,    add counter and gauge services based on in-memory buffers          this seems pretty efficient (approx 12m write/s as opposed to 2m with     the defaultcounterservice). n.b. there is no need to change most of     the rest of the metrics stuff because metrics are write-often  read-     seldom  so we don't need high performance reads as much.          the spring integration confi,"['feature_addition', 'performance_improvement']",0,1,1
124,    add qint32 scalartype and qint32 data type (#19816)          summary:     pull request resolved: https://github.com/pytorch/pytorch/pull/19816          we need this for quantization for bias     add third argument of scalartype to `quantize_linear`          differential revision: d15094174          fbshipit-source-id: f19ec8f4716cf5fe0aa21b38d45af6d27c9ab377 ,['feature_addition'],0,1,0
125,    fixing api_compatibility_test for python 3.8 by adding special-case handling          piperorigin-revid: 298685203     change-id: i454df7704215938833618a1d6deb2d72ca61767b ,"['bug_fix', 'feature_addition']",1,1,0
126,    drm/i915/kbl: add wadisablelsqcroperfforocl          extend the scope of this workaround  already used in skl      to also take effect in kbl.          v2: fix kbl_revid_e0 (matthew)          references: hsd#2132677     cc: matthew auld <matthew.william.auld@gmail.com>     signed-off-by: mika kuoppala <mika.kuoppala@intel.com>     reviewed-by: matthew auld <matthew.auld@intel.c,"['bug_fix', 'feature_addition']",1,1,0
127,    arm: kprobes: fix unreliable mrs instruction tests          for the instruction 'mrs rn  cpsr' the resulting value of rn can vary due to     external factors we can't control. so get the test code to mask out these     indeterminate bits.          signed-off-by: jon medhurst <tixy@linaro.org> ,['bug_fix'],1,0,0
128,    move some static functions out of wallet.h/cpp          this commit just moves a few function declarations and updates callers.     function bodies are moved in two followup moveonly commits.          this change is desirable because wallet.h/cpp are monolithic and hard to     navigate  so pulling things out and grouping together pieces of related     functionality should impro,['performance_improvement'],0,0,1
129,    metadata: associate custom attributes with correct rows in generic parameters metadata table. fixes #121. (changeset 1384436) ,['bug_fix'],1,0,0
130,    sysctl: introduce a generic compat sysctl sysctl          this uses compat_alloc_userspace to remove the various     hacks to allow do_sysctl to write to throuh oldlenp.          the rest of our mature compat syscall helper facitilies     are used as well to ensure we have a nice clean maintainable     compat syscall that can be used on all architectures.          the motiviati,['feature_addition'],0,1,0
131,    v4l/dvb (11723): link firmware to physical device          use the physical device rather than the i2c adapter as the reference     device when loading firmwares. this will prevent the sysfs name     collision with i2c-dev that has been reported many times.          i may have missed other drivers which need the same fix.          signed-off-by: jean delvare <khali@linux-fr.org,"['bug_fix', 'performance_improvement']",1,0,1
132,    mips: convert fdt pointers to opaque pointers          the architecture code does not need to access the internals of the fdt     blob directly  so make the pointers to it void * and use char arrays     for section variables.          signed-off-by: rob herring <robh@kernel.org>     cc: ralf baechle <ralf@linux-mips.org>     tested-by: grant likely <grant.likely@linaro.org> ,['performance_improvement'],0,0,1
133,    fixed #24654 -- based ordering circular references detection on columns.          thanks to elmar bucher for the report and tim for the review. ,['bug_fix'],1,0,0
134,    iw_cxgb4: reverse the ord/ird in the established upcall          the established event should have the peer's ord/ird so     swap the values in the event before the upcall.          signed-off-by: hariprasad shenai <hariprasad@chelsio.com>     signed-off-by: doug ledford <dledford@redhat.com> ,['performance_improvement'],0,0,1
135,    fix fishnet version validation ,['bug_fix'],1,0,0
136,    mt76x0: use mt76u_init for bus initialization          use mt76u_init utility routine for usb initialization.     moreover remove following unused routines:     - mt76x0_rr     - mt76x0_wr     - mt76x0_rmw     - mt76x0_wr_copy     - mt76x0_assign_pipes          signed-off-by: lorenzo bianconi <lorenzo.bianconi@redhat.com>     signed-off-by: kalle valo <kvalo@codeaurora.org> ,['performance_improvement'],0,0,1
137,    refactoring in routing logic to allow adding allocation explanation that later can be shown ,['performance_improvement'],0,0,1
138,    runtime: fix memory leak in swift_enumcasename()          if the value was wrapped in an existential buffer  we would never     release the original value even though it was passed in at +1.          fixes <rdar://problem/36153982>  <https://bugs.swift.org/browse/sr-6536>. ,['bug_fix'],1,0,0
139,    introduce new xunit performance tests ,['feature_addition'],0,1,0
140,    [arm] 3231/1: mx1ads board support cleanup          patch from sascha hauer          - remove unnecessary mappings     - rename mx1ads_device to cs89x0_device  because       that's what it is     - fix io/irq resource for cs89x0 device          signed-off-by: sascha hauer <s.hauer@pengutronix.de>     signed-off-by: russell king <rmk+kernel@arm.linux.org.uk> ,['performance_improvement'],0,0,1
141,    remove unused code from vendor ,['performance_improvement'],0,0,1
142,    add %% escape to util.format()          fixes #1273. ,['bug_fix'],1,0,0
143,"    drivers: net: generalize napi_complete_done()          napi_complete_done() allows to opt-in for gro_flush_timeout      added back in linux-3.19  commit 3b47d30396ba     (""net: gro: add a per device gro flush timer"")          this allows for more efficient gro aggregation without     sacrifying latencies.          signed-off-by: eric dumazet <edumazet@google.com>     signed-off",['performance_improvement'],0,0,1
144,    fixed #16969 -- don't connect to named database when possible          thanks andreas pelme for the report and initial patch  and     aymeric augustin  shai berger and tim graham for the reviews. ,['bug_fix'],1,0,0
145,"    feature 2.6 (#4429)          * new layout component (#4087)          * change anchor type          * new layout          * component update && add snap          * revert ""new layout component"" (#4131)          * add layout (#4169)          * add layout          * update          * fix snapshot          * improve layout component          1. update demo code     2. drop `positio","['bug_fix', 'feature_addition', 'performance_improvement']",1,1,1
